time_ni,acel_ni
5.705,-2.610945499
5.715,-3.003254423
5.725,-3.591663347
5.735,-4.219272271
5.745,-4.925381195
5.755,-5.003790119
5.765,-4.964599044
5.775,-5.239207968
5.785,-4.729216892
5.795,-4.258525816
5.805,-3.47403474
5.815,-2.454143665
5.825,-1.316552589
5.835,0.095538487
5.845,1.272329563
5.855,2.919820639
5.865,5.587211714
5.875,4.72430279
5.885,5.744193866
5.895,5.822584942
5.905,5.704876018
5.915,5.038067093
5.925,3.900458169
5.935,4.135849245
5.945,4.253440321
5.955,4.135831397
5.965,3.782722473
5.975,3.351213548
5.985,2.684404624
5.995,1.7821957
6.005,1.036886776
6.015,0.330777852
6.025,-0.532231073
6.035,-1.199139997
6.045,-1.826748921
6.055,-2.375957845
6.065,-3.042766769
6.075,-3.591975694
6.085,-4.454984618
6.095,-5.200293542
6.105,-5.749402466
6.115,-5.71021139
6.125,-5.514120314
6.135,-5.396429239
6.145,-5.161038163
6.155,-4.690347087
6.165,-3.827356011
6.175,-2.925164935
6.185,-0.96387386
6.195,-0.257782784
6.205,0.762108292
6.215,2.487999368
6.225,3.076390444
6.235,3.782481519
6.245,5.351572595
6.255,5.469263671
6.265,5.900754747
6.275,6.057645823
6.285,5.351536898
6.295,4.920027974
6.305,5.07691905
6.315,5.037710126
6.325,4.488501202
6.335,3.782392278
6.345,2.644883353
6.355,1.703374429
6.365,0.683465505
6.375,-0.336443419
6.385,-1.042452343
6.395,-1.709361268
6.405,-2.336970192
6.415,-3.003879116
6.425,-3.67068804
6.435,-4.259096964
6.445,-5.043705889
6.455,-5.475214813
6.465,-5.749723737
6.475,-5.632132661
6.485,-5.396741585
6.495,-5.27905051
6.505,-4.808359434
6.515,-4.102268358
6.525,-3.317777282
6.535,-2.454786206
6.545,-1.70949513
6.555,-0.689604055
6.565,-0.022812979
6.575,0.644078097
6.585,3.821469173
6.595,4.056760249
6.605,4.802051324
6.615,5.3512424
6.625,6.449533476
6.635,6.018024552
6.645,5.194315628
6.655,4.762806703
6.665,4.801997779
6.675,4.605888855
6.685,4.174379931
6.695,3.350571007
6.705,2.762162082
6.715,1.977653158
6.725,1.310844234
6.735,0.29093531
6.745,-0.297473614
6.755,-0.964382538
6.765,-1.788191463
6.775,-2.651100387
6.785,-3.278809311
6.795,-3.906418235
6.805,-4.494827159
6.815,-4.887136084
6.825,-5.357845008
6.835,-5.553953932
6.845,-5.475562856
6.855,-5.51477178
6.865,-5.357880705
6.875,-4.965589629
6.885,-4.298798553
6.895,-3.475007477
6.905,-2.494316401
6.915,-1.513725326
6.925,-0.45453425
6.935,0.643756826
6.945,1.545947902
6.955,3.350338978
6.965,3.781830054
6.975,5.664721129
6.985,6.331612205
6.995,6.292303281
7.005,5.350894357
7.015,4.566385433
7.025,4.997876508
7.035,4.880167584
7.045,4.52705866
7.055,4.017149736
7.065,3.114940812
7.075,2.134231887
7.085,1.232022963
7.095,0.055214039
7.105,-0.846994885
7.115,-1.631503809
7.125,-2.180712734
7.135,-2.690721658
7.145,-3.436030582
7.155,-4.142039506
7.165,-4.96584843
7.175,-5.632757354
7.185,-6.024966279
7.195,-5.946575203
7.205,-5.632784127
7.215,-5.436593051
7.225,-5.201301975
7.235,-4.7698109
7.245,-4.181419824
7.255,-3.200728748
7.265,-2.298537672
7.275,-1.317846596
7.285,-0.297955521
7.295,0.839535555
7.305,3.193126631
7.315,3.585417707
7.325,4.487608783
7.335,5.899799859
7.345,6.056690934
7.355,6.48818201
7.365,5.860473086
7.375,4.722964162
7.385,4.919055238
7.395,4.879846313
7.405,4.448337389
7.415,3.859928465
7.425,2.918419541
7.435,1.820110617
7.445,0.682501692
7.455,-0.337407232
7.465,-1.200416156
7.475,-1.98492508
7.485,-2.534134004
7.495,-3.083242929
7.505,-4.181651853
7.515,-4.887760777
7.525,-5.397669701
7.535,-5.789978625
7.545,-6.025287549
7.555,-5.750696474
7.565,-5.554605398
7.575,-5.436914322
7.585,-5.123123246
7.595,-4.61323217
7.605,-3.907141095
7.615,-3.083350019
7.625,-2.141958943
7.635,-1.082867867
7.645,-0.219876791
7.655,1.545314284
7.665,2.21220536
7.675,3.741996436
7.685,5.232587512
7.695,5.664078588
7.705,6.605469663
7.715,6.605460739
7.725,6.487851815
7.735,5.467942891
7.745,5.154133967
7.755,5.232525043
7.765,4.840216118
7.775,3.859607194
7.785,2.83969827
7.795,1.976689346
7.805,1.074480422
7.815,-0.063128503
7.825,-1.083037427
7.835,-2.299046351
7.845,-3.162055275
7.855,-3.789664199
7.865,-4.534973124
7.875,-5.397982048
7.885,-6.025590972
7.895,-6.535599896
7.905,-6.49630882
7.915,-6.064917745
7.925,-6.025626669
7.935,-5.515735593
7.945,-4.809644517
7.955,-3.907453441
7.965,-3.044462365
7.975,-2.02457129
7.985,-1.043880214
7.995,-0.024089138
8.005,0.956601938
8.015,2.839493014
8.025,3.270984089
8.035,5.271475165
8.045,4.996966241
8.055,6.134457317
8.065,6.291348393
8.075,6.173639468
8.085,5.232230544
8.095,4.76152162
8.105,4.761512696
8.115,4.761503772
8.125,4.212294847
8.135,3.702385923
8.145,2.878576999
8.155,2.015568075
8.165,1.113359151
8.175,-0.573349773
8.185,-1.475558698
8.195,-2.220867622
8.205,-3.005476546
8.215,-3.71158547
8.225,-4.927594394
8.235,-5.672903319
8.245,-6.222112243
8.255,-6.575121167
8.265,-6.222130091
8.275,-5.986739015
8.285,-5.51604794
8.295,-4.809956864
8.305,-4.064665788
8.315,-3.280174712
8.325,-2.377983636
8.335,-1.63259256
8.345,-0.730401485
8.355,0.838589591
8.365,1.505480667
8.375,2.564571743
8.385,4.251262819
8.395,7.114853894
8.405,5.42804497
8.415,5.467336046
8.425,6.173327122
8.435,6.094918198
8.445,5.153509273
8.455,5.153500349
8.465,5.035791425
8.475,4.878882501
8.485,4.094273577
8.495,3.466664652
8.505,2.682155728
8.515,1.858346804
8.525,1.38763788
8.535,0.328528956
8.545,-0.416779968
8.555,-1.554388893
8.565,-3.672597817
8.575,-4.535606741
8.585,-5.477115665
8.595,-6.065524589
8.605,-6.614633514
8.615,-6.653842438
8.625,-6.222451362
8.635,-5.987060286
8.645,-5.55556921
8.655,-4.810278135
8.665,-3.986487059
8.675,-3.005895983
8.685,-1.986004907
8.695,-0.926913831
8.705,0.014577244
8.715,1.11286832
8.725,2.838859396
8.735,3.427250472
8.745,6.016141548
8.755,5.192432624
8.765,5.506223699
8.775,5.702314775
8.785,5.859205851
8.795,5.113896927
8.805,4.800088003
8.815,5.074679078
8.825,4.956970154
8.835,4.29016123
8.845,3.662452306
8.855,2.995643382
8.865,2.132634457
8.875,1.269625533
8.885,0.014416609
8.895,-1.083992315
8.905,-2.143101239
8.915,-3.045310164
8.925,-3.633719088
8.935,-4.222128012
8.945,-4.928236936
8.955,-5.59504586
8.965,-5.987354784
8.975,-5.634363709
8.985,-5.712772633
8.995,-5.202881557
9.005,-4.810590481
9.015,-4.182999405
9.025,-3.32000833
9.035,-2.339317254
9.045,-1.201826178
9.055,-0.064235102
9.065,2.289355974
9.075,2.760047049
9.085,3.858438125
9.095,5.976629201
9.105,4.407620277
9.115,5.662811353
9.125,5.976602428
9.135,5.584293504
9.145,4.83898458
9.155,4.799775656
9.165,4.642866732
9.175,4.368257808
9.185,3.936748883
9.195,2.916839959
9.205,2.132331035
9.215,1.269322111
9.225,0.249413187
9.235,-0.456595738
9.245,-1.398104662
9.255,-2.221813586
9.265,-3.12412251
9.275,-4.065531434
9.285,-4.771640359
9.295,-5.830749283
9.305,-6.026858207
9.315,-6.379967131
9.325,-6.105376055
9.335,-5.86998498
9.345,-5.556193904
9.355,-4.889402828
9.365,-2.771111752
9.375,-1.476620676
9.385,-0.1822296
9.395,0.837661475
9.405,2.681352551
9.415,2.720543627
9.425,6.290134703
9.435,4.407325779
9.445,5.113316854
9.455,5.85860793
9.465,5.897899006
9.475,4.838690082
9.485,4.956381158
9.495,4.838672233
9.505,4.877963309
9.515,4.367954385
9.525,3.622645461
9.535,2.798936537
9.545,1.935927613
9.555,1.033718688
9.565,-0.143090236
9.575,-1.20229916
9.585,-2.026008084
9.595,-2.692917008
9.605,-3.281325933
9.615,-3.987334857
9.625,-4.732643781
9.635,-5.595652705
9.645,-5.713361629
9.655,-5.987970554
9.665,-5.674179478
9.675,-5.556488402
9.685,-5.399597326
9.695,-4.81120625
9.705,-4.105115175
9.715,-3.320624099
9.725,-2.143833023
9.735,-1.084741947
9.745,0.013649129
9.755,0.876640205
9.765,3.34783128
9.775,6.603622356
9.785,4.642313432
9.795,4.799204508
9.805,5.622995584
9.815,5.583686659
9.825,5.309177735
9.835,4.799168811
9.845,4.877659887
9.855,4.642250963
9.865,4.093042038
9.875,3.622333114
9.885,2.83782419
9.895,2.053315266
9.905,1.190306342
9.915,0.248797417
9.925,-0.535711507
9.935,-1.398720431
9.945,-1.869429355
9.955,-2.536338279
9.965,-3.203147203
9.975,-4.105356128
9.985,-4.850665052
9.995,-5.595973976
10.005,-5.9882829
10.015,-5.870591824
10.025,-5.752900749
10.035,-5.517609673
10.045,-5.086118597
10.055,-4.301627521
10.065,-3.320936445
10.075,-2.34024537
10.085,-1.398854294
10.095,-0.339763218
10.105,0.680127858
10.115,2.249218934
10.125,2.837610009
10.135,4.014401085
10.145,5.348092161
10.155,5.073483237
10.165,5.387274313
10.175,4.877365389
10.185,4.681156464
10.195,4.56354754
10.205,4.602738616
10.215,4.210429692
10.225,3.778920768
10.235,2.994411843
10.245,2.209902919
10.255,1.346893995
10.265,0.483885071
10.275,-0.614523853
10.285,-1.477432778
10.295,-2.144341702
10.305,-2.771950626
10.315,-3.36035955
10.325,-4.105668474
10.335,-4.694077399
10.345,-5.243286323
10.355,-5.674795247
10.365,-5.557104171
10.375,-5.400213095
10.385,-5.282522019
10.395,-5.007930944
10.405,-4.498039868
10.415,-3.831148792
10.425,-3.125157716
10.435,-2.18366664
10.445,-1.085375565
10.455,-0.183184489
10.465,1.150506587
10.475,2.091997663
10.485,3.621788739
10.495,4.602479814
10.505,4.32787089
10.515,4.994761966
10.525,5.779253042
10.535,5.740044118
10.545,5.386935193
10.555,4.641626269
10.565,4.484717345
10.575,4.288608421
10.585,3.660899497
10.595,2.994090573
10.605,2.091881648
10.615,1.346572724
10.625,0.6012638
10.635,-0.144045124
10.645,-1.163954048
10.655,-1.987762973
10.665,-2.850771897
10.675,-3.674480821
10.685,-4.459089745
10.695,-5.204398669
10.705,-5.675107594
10.715,-6.106616518
10.725,-5.949725442
10.735,-5.675134366
10.745,-5.43974329
10.755,-5.008252214
10.765,-4.223761139
10.775,-3.399970063
10.785,-2.419378987
10.795,-1.281787911
10.805,-0.340396835
10.815,1.50329424
10.825,2.287785316
10.835,3.503776392
10.845,3.699967468
10.855,5.112058544
10.865,5.386649619
10.875,5.975040695
10.885,5.622031771
10.895,4.915922847
10.905,4.641313923
10.915,4.876704998
10.925,4.719796074
10.935,4.48438715
10.945,3.229178226
10.955,2.326869302
10.965,1.385460378
10.975,0.365551453
10.985,-0.615157471
10.995,-1.478066395
11.005,-1.988075319
11.015,-2.694184243
11.025,-3.400193168
11.035,-3.988602092
11.045,-5.165411016
11.055,-5.67541994
11.065,-6.263828864
11.075,-6.185337789
11.085,-6.028446713
11.095,-6.028455637
11.105,-5.557764561
11.115,-5.008573485
11.125,-4.10638241
11.135,-3.047291334
11.145,-1.713600258
11.155,-0.536809182
11.165,0.639981894
11.175,2.56207297
11.185,6.680864045
11.195,2.915055121
11.205,4.484146197
11.215,5.857037273
11.225,5.504028349
11.235,6.210119424
11.245,5.5040105
11.255,4.837101576
11.265,5.190192652
11.275,4.797883728
11.285,4.562574803
11.295,4.209465879
11.305,3.621056955
11.315,2.758048031
11.325,1.777439107
11.335,0.639830182
11.345,-1.164578742
11.355,-1.949187666
11.365,-2.89059659
11.375,-4.028205514
11.385,-4.930414438
11.395,-5.518823363
11.405,-6.107232287
11.415,-6.499441211
11.425,-6.303350135
11.435,-6.068059059
11.445,-5.989567984
11.455,-5.518876908
11.465,-4.891285832
11.475,-3.988994756
11.485,-2.96910368
11.495,-1.831612605
11.505,-0.615621529
11.515,0.757369547
11.525,1.737960623
11.535,4.405451699
11.545,2.247942774
11.555,4.24843385
11.565,5.974424926
11.575,6.170516002
11.585,6.092107078
11.595,6.052898154
11.605,5.150689229
11.615,5.189880305
11.625,4.993771381
11.635,4.522962457
11.645,4.091453533
11.655,3.542344608
11.665,2.640135684
11.675,1.93402676
11.685,1.031817836
11.695,0.325708912
11.705,-0.498100013
11.715,-1.596408937
11.725,-2.773217861
11.735,-3.557726785
11.745,-5.440635709
11.755,-5.872144633
11.765,-6.460553558
11.775,-6.539062482
11.785,-6.107571406
11.795,-5.98988033
11.805,-5.597589254
11.815,-4.852298179
11.825,-4.107007103
11.835,-3.165616027
11.845,-1.949624951
11.855,-0.968933875
11.865,0.1294572
11.875,1.110048276
11.885,3.071339352
11.895,3.895130428
11.905,3.738221504
11.915,5.071912579
11.925,5.934903655
11.935,6.209494731
11.945,5.621085807
11.955,4.954176883
11.965,4.718867959
11.975,4.875759034
11.985,4.67955011
11.995,4.365741186
12.005,3.777332262
12.015,3.110523338
12.025,2.325914413
12.035,1.463005489
12.045,0.599996565
12.055,-0.302212359
12.065,-0.890621283
12.075,-1.910530208
12.085,-2.891239132
12.095,-3.793448056
12.105,-4.85255698
12.115,-5.519465904
12.125,-6.068674829
12.135,-6.617783753
12.145,-6.068692677
12.155,-5.951001601
12.165,-5.519510525
12.175,-4.813419449
12.185,-3.754328374
12.195,-2.616737298
12.205,-1.596846222
12.215,-0.537755146
12.225,0.48213593
12.235,1.502027005
12.245,2.600318081
12.255,5.738509157
12.265,4.640100233
12.275,5.032391309
12.285,6.130682384
12.295,6.05227346
12.305,6.012964536
12.315,5.503055612
12.325,5.346146688
12.335,5.267637763
12.345,4.875428839
12.355,4.483119915
12.365,3.855510991
12.375,2.874802067
12.385,1.933393143
12.395,0.795784218
12.405,-0.655624706
12.415,-1.98933363
12.425,-3.009242554
12.435,-3.754551478
12.445,-4.656760403
12.455,-5.284369327
12.465,-5.872778251
12.475,-6.343487175
12.485,-6.421996099
12.495,-6.108205024
12.505,-5.951313948
12.515,-5.637522872
12.525,-5.362931796
12.535,-3.44084072
12.545,-2.499349645
12.555,-1.204958569
12.565,-0.224267493
12.575,1.031023583
12.585,2.600014659
12.595,3.149205735
12.605,6.13039681
12.615,4.012187886
12.625,5.228178962
12.635,5.973470038
12.645,6.248061114
12.655,5.463552189
12.665,5.110443265
12.675,4.992834341
12.685,4.875125417
12.695,4.325916493
12.705,3.737507568
12.715,2.952998644
12.725,2.12918972
12.735,1.344680796
12.745,0.128671872
12.755,-0.695137053
12.765,-1.636545977
12.775,-2.538854901
12.785,-3.127263825
12.795,-3.990172749
12.805,-5.127781673
12.815,-5.480890598
12.825,-6.186899522
12.835,-6.383108446
12.845,-6.22621737
12.855,-6.147726294
12.865,-5.716235219
12.875,-5.245544143
12.885,-4.461053067
12.895,-3.362661991
12.905,-2.225070915
12.915,-0.96987984
12.925,0.128511236
12.935,2.325102312
12.945,7.542293388
12.955,4.090284464
12.965,5.18867554
12.975,6.012366615
12.985,6.130057691
12.995,5.933948767
13.005,5.384739843
13.015,5.306330919
13.025,5.306321994
13.035,4.71791307
13.045,4.521704146
13.055,3.854895222
13.065,2.913386298
13.075,2.089677373
13.085,0.912868449
13.095,0.010659525
13.105,-1.126949399
13.115,-2.107658323
13.125,-3.127567248
13.135,-4.068976172
13.145,-5.088885096
13.155,-5.67729402
13.165,-6.265702944
13.175,-6.618711868
13.185,-6.461820793
13.195,-6.148029717
13.205,-5.873438641
13.215,-5.520447565
13.225,-4.892856489
13.235,-4.108265414
13.245,-3.049174338
13.255,-1.950883262
13.265,-0.891692186
13.275,0.28509889
13.285,2.089489965
13.295,2.991681041
13.305,4.952972117
13.315,4.560763193
13.325,6.482854269
13.335,6.600445344
13.345,6.16893642
13.355,5.423627496
13.365,5.306018572
13.375,5.149109648
13.385,4.560700724
13.395,3.972291799
13.405,3.344582875
13.415,2.324673951
13.425,1.500965027
13.435,0.206456103
13.445,-0.891852822
13.455,-2.304061746
13.465,-3.04937067
13.475,-3.951579594
13.485,-5.010688518
13.495,-5.559897443
13.505,-6.305206367
13.515,-6.619015291
13.525,-6.540624215
13.535,-6.422933139
13.545,-6.148342064
13.555,-5.716850988
13.565,-5.050059912
13.575,-4.147768836
13.585,-3.12797776
13.595,-1.754986684
13.605,-0.499795609
13.615,1.579195467
13.625,3.148286543
13.635,4.795777619
13.645,4.678068695
13.655,5.73725977
13.665,6.874750846
13.675,7.149341922
13.685,6.600132998
13.695,5.541024074
13.705,5.266415149
13.715,5.344906225
13.725,4.521097301
13.735,3.854288377
13.745,3.030479453
13.755,2.167470528
13.765,1.186861604
13.775,0.36305268
13.785,-0.735256244
13.795,-2.108265168
13.805,-3.088874092
13.815,-4.187283017
13.825,-5.285591941
13.835,-5.991700865
13.845,-6.658509789
13.855,-6.972418713
13.865,-6.776227638
13.875,-6.423236562
13.885,-6.030945486
13.895,-5.56025441
13.905,-4.697263334
13.915,-3.716672259
13.925,-2.853681183
13.935,-1.794590107
13.945,-0.617799031
13.955,0.362892045
13.965,1.068983121
13.975,2.716474196
13.985,5.776165272
13.995,3.657856348
14.005,4.991647424
14.015,6.1291385
14.025,6.639129575
14.035,6.560620651
14.045,6.129111727
14.055,5.933002803
14.065,5.776093879
14.075,5.187684954
14.085,4.56007603
14.095,3.853967106
14.105,2.794858182
14.115,1.735649258
14.125,-0.735559667
14.135,-1.598568591
14.145,-2.618477515
14.155,-3.010786439
14.165,-4.305295363
14.175,-5.364404287
14.185,-6.109713212
14.195,-6.737322136
14.205,-6.93343106
14.215,-6.501939984
14.225,-6.384348908
14.235,-6.031257833
14.245,-5.521366757
14.255,-4.697575681
14.265,-3.481584605
14.275,-2.383293529
14.285,-1.049502454
14.295,0.087988622
14.305,1.343279698
14.315,2.676970774
14.325,5.18746185
14.335,4.167552925
14.345,4.520544001
14.355,6.050435077
14.365,6.011126153
14.375,5.971917229
14.385,5.187408305
14.395,4.91279938
14.405,5.069690456
14.415,4.755881532
14.425,4.206672608
14.435,3.500563684
14.445,2.872954759
14.455,2.206145835
14.465,1.225436911
14.475,0.127127987
14.485,-1.167380937
14.495,-2.461889862
14.505,-3.246398786
14.515,-5.16850771
14.525,-5.717716634
14.535,-6.110025558
14.545,-6.266934483
14.555,-6.188443407
14.565,-6.031552331
14.575,-5.678561255
14.585,-5.168570179
14.595,-4.501779103
14.605,-3.599588028
14.615,-2.540496952
14.625,-1.481305876
14.635,-0.4222148
14.645,1.264476276
14.655,4.873367351
14.665,2.519758427
14.675,3.853449503
14.685,5.657840579
14.695,5.697031655
14.705,6.16772273
14.715,6.246213806
14.725,5.422404882
14.735,5.147895958
14.745,5.187087034
14.755,4.873278109
14.765,4.716369185
14.775,4.245560261
14.785,3.657151337
14.795,2.872642413
14.805,1.891933489
14.815,1.146624564
14.825,-0.10858436
14.835,-1.206993284
14.845,-2.226802208
14.855,-3.246711132
14.865,-3.992020057
14.875,-5.011928981
14.885,-5.678837905
14.895,-6.384946829
14.905,-6.737955753
14.915,-6.188764678
14.925,-6.031873602
14.935,-5.482782526
14.945,-4.61979145
14.955,-3.796000374
14.965,-2.854609299
14.975,-1.677818223
14.985,-0.579427147
14.995,0.283563929
15.005,1.303455005
15.015,5.892946081
15.025,3.303937156
15.035,3.656928232
15.045,5.814419308
15.055,5.814410384
15.065,5.93210146
15.075,6.167392535
15.085,5.265183611
15.095,5.304474687
15.105,5.029865763
15.115,4.716056839
15.125,4.284547914
15.135,3.61763899
15.145,2.793930066
15.155,1.930921142
15.165,1.185612218
15.175,0.087203294
15.185,-0.854205631
15.195,-1.717214555
15.205,-2.187923479
15.215,-2.737132403
15.225,-3.168641327
15.235,-3.913950252
15.245,-4.816159176
15.255,-5.4830681
15.265,-6.032177024
15.275,-6.110685948
15.285,-5.992994873
15.295,-5.875303797
15.305,-5.561512721
15.315,-3.796321645
15.325,-2.972530569
15.335,-1.874239494
15.345,-0.815148418
15.355,0.126342658
15.365,0.832333734
15.375,1.57762481
15.385,2.636815886
15.395,5.029606961
15.405,3.107498037
15.415,5.147289113
15.425,5.814080189
15.435,6.049471265
15.445,5.46106234
15.455,5.264853416
15.465,4.911844492
15.475,4.833335568
15.485,4.401926644
15.495,3.656517719
15.505,2.832808795
15.515,2.048299871
15.525,1.263690947
15.535,0.126182023
15.545,-1.089926902
15.555,-2.502035826
15.565,-3.16894475
15.575,-3.992653674
15.585,-4.737962598
15.595,-5.287171522
15.605,-5.600980447
15.615,-5.914789371
15.625,-5.836398295
15.635,-5.718707219
15.645,-5.522616143
15.655,-5.130325068
15.665,-4.463533992
15.675,-3.561242916
15.685,-2.50215184
15.695,-1.403860764
15.705,0.832030311
15.715,2.205021387
15.725,4.833112463
15.735,3.381803539
15.745,4.401694615
15.755,5.73538569
15.765,5.499976766
15.775,5.813767842
15.785,5.146958918
15.795,4.833049994
15.805,4.91154107
15.815,4.558532145
15.825,4.283923221
15.835,3.813214297
15.845,3.224805373
15.855,2.400996449
15.865,1.577187524
15.875,0.6749786
15.885,-0.188030324
15.895,-1.207939248
15.905,-2.384748172
15.915,-3.326157097
15.925,-4.267566021
15.935,-5.209074945
15.945,-5.875883869
15.955,-6.189692793
15.965,-6.503501718
15.975,-6.111310642
15.985,-6.229019566
15.995,-5.91512849
16.005,-5.483737414
16.015,-4.659946338
16.025,-3.718555263
16.035,-2.580964187
16.045,-1.208073111
16.055,0.008017965
16.065,0.988609041
16.075,4.244400116
16.085,4.087491192
16.095,3.734482268
16.105,5.774273344
16.115,6.24496442
16.125,6.284155495
16.135,5.617346571
16.145,5.303537647
16.155,5.107328723
16.165,5.028919799
16.175,4.636610874
16.185,4.08740195
16.195,3.302893026
16.205,2.361484102
16.215,1.341575178
16.225,0.282466254
16.235,-0.580542671
16.245,-1.443551595
16.255,-2.149660519
16.265,-2.698869443
16.275,-3.679478367
16.285,-4.581687292
16.295,-5.366296216
16.305,-6.07240514
16.315,-6.582314064
16.325,-6.739222988
16.335,-6.425431913
16.345,-6.503840837
16.355,-6.111649761
16.365,-4.934858685
16.375,-3.797267609
16.385,-2.542076533
16.395,-1.286785458
16.405,0.086105618
16.415,1.066796694
16.425,2.12588777
16.435,5.381678846
16.445,3.812669921
16.455,5.107060997
16.465,6.676152073
16.475,6.676143149
16.485,6.283834225
16.495,5.6170253
16.505,5.420816376
16.515,4.950107452
16.525,4.557898528
16.535,4.047889604
16.545,3.302580679
16.555,2.321871755
16.565,1.498162831
16.575,0.321353907
16.585,-0.894655017
16.595,-2.385363941
16.605,-3.209072866
16.615,-4.18978179
16.625,-5.131190714
16.635,-5.562699638
16.645,-6.386508562
16.655,-6.974917487
16.665,-6.974926411
16.675,-6.661035335
16.685,-6.386544259
16.695,-5.837353183
16.705,-5.052862108
16.715,-4.111371032
16.725,-2.973779956
16.735,-1.87548888
16.745,-0.620297804
16.755,0.164293271
16.765,0.987984347
16.775,1.850975423
16.785,4.753766499
16.795,4.126157575
16.805,4.714548651
16.815,6.636639726
16.825,6.832730802
16.835,6.715021878
16.845,6.165812954
16.855,5.61670403
16.865,5.577395105
16.875,4.910586181
16.885,4.439877257
16.895,3.851468333
16.905,2.047059409
16.915,1.066350484
16.925,0.04644156
16.935,-1.051867364
16.945,-2.032576288
16.955,-3.013285212
16.965,-4.190094137
16.975,-5.170703061
16.985,-5.994511985
16.995,-6.543720909
17.005,-6.935929833
17.015,-6.818338757
17.025,-6.739847682
17.035,-6.504456606
17.045,-6.07306553
17.055,-5.249274454
17.065,-4.111683378
17.075,-2.934892303
17.085,-1.758101227
17.095,-0.620610151
17.105,0.634680925
17.115,1.536872001
17.125,8.519163076
17.135,3.694354152
17.145,4.910345228
17.155,5.969436304
17.165,6.44012738
17.175,6.440118455
17.185,6.361709531
17.195,5.459500607
17.205,5.420191683
17.215,4.988782759
17.225,4.596473835
17.235,4.28266491
17.245,3.576555986
17.255,2.595847062
17.265,1.732838138
17.275,0.359929214
17.285,-0.738379711
17.295,-2.228988635
17.305,-4.229597559
17.315,-5.288706483
17.325,-5.759415407
17.335,-6.269424332
17.345,-6.583233256
17.355,-6.38714218
17.365,-6.112551104
17.375,-5.955660028
17.385,-5.484968952
17.395,-4.778877877
17.405,-3.798186801
17.415,-2.856795725
17.425,-1.797704649
17.435,-0.817013573
17.445,0.555877502
17.455,1.615068578
17.465,3.301759654
17.475,2.67415073
17.485,4.674641806
17.495,5.576832881
17.505,6.086823957
17.515,6.282915033
17.525,5.851406109
17.535,5.184597185
17.545,5.02768826
17.555,4.909979336
17.565,4.713870412
17.575,4.243061488
17.585,3.576252564
17.595,2.90934364
17.605,1.771834715
17.615,1.026525791
17.625,0.006616867
17.635,-1.209492057
17.645,-2.307800981
17.655,-3.249209906
17.665,-4.38681883
17.675,-5.367527754
17.685,-6.230536678
17.695,-6.975845602
17.705,-6.544354527
17.715,-6.661963451
17.725,-6.348172375
17.735,-5.563681299
17.745,-4.465390223
17.755,-3.288599148
17.765,-1.994108072
17.775,-0.581916996
17.785,0.35947408
17.795,6.871065156
17.805,2.438456232
17.815,3.497547307
17.825,5.458938383
17.835,5.968829459
17.845,6.439520535
17.855,6.792611611
17.865,5.772702686
17.875,5.066593762
17.885,4.948884838
17.895,4.831175914
17.905,4.59586699
17.915,4.282058065
17.925,3.615149141
17.935,2.791440217
17.945,1.614631293
17.955,0.986922369
17.965,-0.032986556
17.975,-0.93519548
17.985,-2.112004404
17.995,-3.249513328
18.005,-4.387122252
18.015,-5.328531176
18.025,-5.995440101
18.035,-6.583849025
18.045,-6.858457949
18.055,-6.662266873
18.065,-6.544675797
18.075,-6.270084722
18.085,-5.877793646
18.095,-3.64190257
18.105,-2.425911494
18.115,-1.092220418
18.125,0.163070657
18.135,5.458661733
18.145,1.928252809
18.155,2.869643885
18.165,4.124934961
18.175,5.576226036
18.185,6.321617112
18.195,6.282308188
18.205,5.890099264
18.215,5.34089034
18.225,4.791681416
18.235,4.830872491
18.245,4.595563567
18.255,4.517054643
18.265,4.281745719
18.275,3.614836795
18.285,3.02642787
18.295,2.202718946
18.305,1.418110022
18.315,0.555101098
18.325,-0.660907826
18.335,-1.994616751
18.345,-2.818325675
18.355,-3.406734599
18.365,-4.034443523
18.375,-5.093552447
18.385,-6.074261372
18.395,-6.505670296
18.405,-6.89797922
18.415,-6.662588144
18.425,-6.231197068
18.435,-5.995805992
18.445,-5.328914917
18.455,-4.583623841
18.465,-3.485332765
18.475,-2.347741689
18.485,-1.014050613
18.495,1.339540462
18.505,2.477031538
18.515,5.536722614
18.525,3.85001369
18.535,5.105204766
18.545,6.007395841
18.555,6.438886917
18.565,5.968177993
18.575,5.536669069
18.585,5.262060145
18.595,5.262051221
18.605,4.712942296
18.615,4.281433372
18.625,3.889124448
18.635,2.830015524
18.645,1.7709066
18.655,0.358697675
18.665,-0.661211249
18.675,-1.602620173
18.685,-2.347929097
18.695,-2.897138021
18.705,-3.877846946
18.715,-4.93695587
18.725,-5.760664794
18.735,-6.270673718
18.745,-6.780582642
18.755,-6.584491567
18.765,-6.427600491
18.775,-6.270709415
18.785,-5.682318339
18.795,-4.976227263
18.805,-3.995536187
18.815,-2.779545112
18.825,-1.445854036
18.835,-0.26906296
18.845,0.790028116
18.855,3.418219192
18.865,3.692810267
18.875,3.300501343
18.885,5.850192419
18.895,6.791683495
18.905,6.556274571
18.915,6.085565646
18.925,5.693256722
18.935,5.771747798
18.945,5.457938874
18.955,5.22252995
18.965,4.594921025
18.975,3.810412101
18.985,3.104303177
18.995,1.731294253
19.005,0.829085329
19.015,-0.308423595
19.025,-1.91673252
